fastbaps_cluster	genome_1	genome_2	dist	patient.x	country.x	patient.y	country.y
fastbaps_cluster_10	ERR12861492	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861492	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861494	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861494	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861494	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861494	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861494	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861494	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861497	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861497	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861497	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861497	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861497	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861497	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861499	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861499	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861499	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861499	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861499	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861499	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861500	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861500	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861500	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861500	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861500	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861500	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861505	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861505	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861505	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861505	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861505	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861505	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861509	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861509	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861509	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861509	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861509	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861509	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861512	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861512	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861512	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861512	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861512	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861512	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861516	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861516	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861516	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861516	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861516	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861516	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861525	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861525	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861525	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861525	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861525	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861525	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861658	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861658	ERR12861492	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861494	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861497	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861499	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861500	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861505	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861509	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861512	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861516	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861525	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861658	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861669	433	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861658	ERR12861677	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861678	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861658	ERR12861681	368	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861658	ERR12861684	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861658	ERR12861685	435	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861669	ERR12861473	432	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861482	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861486	434	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861487	0	Wetzstein_147	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861669	ERR12861492	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861494	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861497	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861499	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861500	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861505	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861509	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861512	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861516	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861525	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861658	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861669	0	Wetzstein_147	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861669	ERR12861677	432	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861678	433	Wetzstein_147	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861669	ERR12861681	593	Wetzstein_147	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861669	ERR12861684	5	Wetzstein_147	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861669	ERR12861685	4	Wetzstein_147	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861677	ERR12861473	2	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861482	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861486	4	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861487	432	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861677	ERR12861492	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861494	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861497	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861499	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861500	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861505	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861509	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861512	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861516	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861525	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861658	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861669	432	Wetzstein_144	Germany	Wetzstein_147	Germany
fastbaps_cluster_10	ERR12861677	ERR12861677	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861678	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861677	ERR12861681	367	Wetzstein_144	Germany	Wetzstein_033	Germany
fastbaps_cluster_10	ERR12861677	ERR12861684	433	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861677	ERR12861685	434	Wetzstein_144	Germany	Wetzstein_121	Germany
fastbaps_cluster_10	ERR12861678	ERR12861473	1	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861678	ERR12861482	0	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861678	ERR12861486	3	Wetzstein_144	Germany	Wetzstein_144	Germany
fastbaps_cluster_10	ERR12861678	ERR12861487	433	Wetzstein_144	Germany	Wetzstein_147	Germany
