gene.id	gene.name	cds.id	chr	chr.coding.start	chr.coding.end	cds.start	cds.end	length	strand
IMFOIEKC_02520:lepA	IMFOIEKC_02520:lepA	IMFOIEKC_02520:lepA	gnl|X|IMFOIEKC_1	2712484	2714418	1	1935	1935	-1
IMFOIEKC_02521:IMFOIEKC_02521	IMFOIEKC_02521:IMFOIEKC_02521	IMFOIEKC_02521:IMFOIEKC_02521	gnl|X|IMFOIEKC_1	2714443	2715045	1	603	603	1
IMFOIEKC_02522:IMFOIEKC_02522	IMFOIEKC_02522:IMFOIEKC_02522	IMFOIEKC_02522:IMFOIEKC_02522	gnl|X|IMFOIEKC_1	2715074	2715502	1	429	429	-1
IMFOIEKC_02523:rbn	IMFOIEKC_02523:rbn	IMFOIEKC_02523:rbn	gnl|X|IMFOIEKC_1	2715630	2716472	1	843	843	1
IMFOIEKC_02524:IMFOIEKC_02524	IMFOIEKC_02524:IMFOIEKC_02524	IMFOIEKC_02524:IMFOIEKC_02524	gnl|X|IMFOIEKC_1	2716451	2716972	1	522	522	-1
IMFOIEKC_02525:IMFOIEKC_02525	IMFOIEKC_02525:IMFOIEKC_02525	IMFOIEKC_02525:IMFOIEKC_02525	gnl|X|IMFOIEKC_1	2716969	2718021	1	1053	1053	-1
IMFOIEKC_02526:IMFOIEKC_02526	IMFOIEKC_02526:IMFOIEKC_02526	IMFOIEKC_02526:IMFOIEKC_02526	gnl|X|IMFOIEKC_1	2718021	2718998	1	978	978	-1
IMFOIEKC_02527:IMFOIEKC_02527	IMFOIEKC_02527:IMFOIEKC_02527	IMFOIEKC_02527:IMFOIEKC_02527	gnl|X|IMFOIEKC_1	2718998	2720593	1	1596	1596	-1
IMFOIEKC_02528:rpsT	IMFOIEKC_02528:rpsT	IMFOIEKC_02528:rpsT	gnl|X|IMFOIEKC_1	2720819	2721079	1	261	261	1
IMFOIEKC_02529:IMFOIEKC_02529	IMFOIEKC_02529:IMFOIEKC_02529	IMFOIEKC_02529:IMFOIEKC_02529	gnl|X|IMFOIEKC_1	2721090	2722067	1	978	978	-1
IMFOIEKC_02530:IMFOIEKC_02530	IMFOIEKC_02530:IMFOIEKC_02530	IMFOIEKC_02530:IMFOIEKC_02530	gnl|X|IMFOIEKC_1	2722127	2723668	1	1542	1542	-1
IMFOIEKC_02531:IMFOIEKC_02531	IMFOIEKC_02531:IMFOIEKC_02531	IMFOIEKC_02531:IMFOIEKC_02531	gnl|X|IMFOIEKC_1	2723674	2724534	1	861	861	-1
IMFOIEKC_02532:IMFOIEKC_02532	IMFOIEKC_02532:IMFOIEKC_02532	IMFOIEKC_02532:IMFOIEKC_02532	gnl|X|IMFOIEKC_1	2724714	2725874	1	1161	1161	1
IMFOIEKC_02533:acdA_3	IMFOIEKC_02533:acdA_3	IMFOIEKC_02533:acdA_3	gnl|X|IMFOIEKC_1	2725882	2726988	1	1107	1107	1
IMFOIEKC_02534:IMFOIEKC_02534	IMFOIEKC_02534:IMFOIEKC_02534	IMFOIEKC_02534:IMFOIEKC_02534	gnl|X|IMFOIEKC_1	2726993	2727415	1	423	423	1
IMFOIEKC_02535:acpP_2	IMFOIEKC_02535:acpP_2	IMFOIEKC_02535:acpP_2	gnl|X|IMFOIEKC_1	2727429	2738468	1	11040	11040	-1
IMFOIEKC_02536:papA3_2	IMFOIEKC_02536:papA3_2	IMFOIEKC_02536:papA3_2	gnl|X|IMFOIEKC_1	2739374	2740795	1	1422	1422	1
IMFOIEKC_02537:IMFOIEKC_02537	IMFOIEKC_02537:IMFOIEKC_02537	IMFOIEKC_02537:IMFOIEKC_02537	gnl|X|IMFOIEKC_1	2740914	2743922	1	3009	3009	1
IMFOIEKC_02538:chp2	IMFOIEKC_02538:chp2	IMFOIEKC_02538:chp2	gnl|X|IMFOIEKC_1	2743963	2745093	1	1131	1131	1
IMFOIEKC_02539:IMFOIEKC_02539	IMFOIEKC_02539:IMFOIEKC_02539	IMFOIEKC_02539:IMFOIEKC_02539	gnl|X|IMFOIEKC_1	2745136	2746878	1	1743	1743	1
IMFOIEKC_02540:sap	IMFOIEKC_02540:sap	IMFOIEKC_02540:sap	gnl|X|IMFOIEKC_1	2746919	2747569	1	651	651	1
IMFOIEKC_02541:IMFOIEKC_02541	IMFOIEKC_02541:IMFOIEKC_02541	IMFOIEKC_02541:IMFOIEKC_02541	gnl|X|IMFOIEKC_1	2747636	2748691	1	1056	1056	1
IMFOIEKC_02542:mmpS5_3	IMFOIEKC_02542:mmpS5_3	IMFOIEKC_02542:mmpS5_3	gnl|X|IMFOIEKC_1	2748868	2749260	1	393	393	1
IMFOIEKC_02543:mmpL4_6	IMFOIEKC_02543:mmpL4_6	IMFOIEKC_02543:mmpL4_6	gnl|X|IMFOIEKC_1	2749257	2750843	1	1587	1587	1
IMFOIEKC_02544:mmpL4_7	IMFOIEKC_02544:mmpL4_7	IMFOIEKC_02544:mmpL4_7	gnl|X|IMFOIEKC_1	2750810	2752162	1	1353	1353	1
IMFOIEKC_02545:IMFOIEKC_02545	IMFOIEKC_02545:IMFOIEKC_02545	IMFOIEKC_02545:IMFOIEKC_02545	gnl|X|IMFOIEKC_1	2752172	2753005	1	834	834	-1
IMFOIEKC_02546:octT	IMFOIEKC_02546:octT	IMFOIEKC_02546:octT	gnl|X|IMFOIEKC_1	2753014	2753763	1	750	750	-1
IMFOIEKC_02547:gpgP	IMFOIEKC_02547:gpgP	IMFOIEKC_02547:gpgP	gnl|X|IMFOIEKC_1	2753753	2754427	1	675	675	-1
IMFOIEKC_02548:rsfS	IMFOIEKC_02548:rsfS	IMFOIEKC_02548:rsfS	gnl|X|IMFOIEKC_1	2754424	2754819	1	396	396	-1
IMFOIEKC_02549:nadD	IMFOIEKC_02549:nadD	IMFOIEKC_02549:nadD	gnl|X|IMFOIEKC_1	2754816	2755454	1	639	639	-1
IMFOIEKC_02550:IMFOIEKC_02550	IMFOIEKC_02550:IMFOIEKC_02550	IMFOIEKC_02550:IMFOIEKC_02550	gnl|X|IMFOIEKC_1	2755618	2757066	1	1449	1449	-1
IMFOIEKC_02551:IMFOIEKC_02551	IMFOIEKC_02551:IMFOIEKC_02551	IMFOIEKC_02551:IMFOIEKC_02551	gnl|X|IMFOIEKC_1	2757077	2757952	1	876	876	-1
IMFOIEKC_02552:proA	IMFOIEKC_02552:proA	IMFOIEKC_02552:proA	gnl|X|IMFOIEKC_1	2757986	2759293	1	1308	1308	-1
IMFOIEKC_02553:IMFOIEKC_02553	IMFOIEKC_02553:IMFOIEKC_02553	IMFOIEKC_02553:IMFOIEKC_02553	gnl|X|IMFOIEKC_1	2759358	2760761	1	1404	1404	-1
IMFOIEKC_02554:IMFOIEKC_02554	IMFOIEKC_02554:IMFOIEKC_02554	IMFOIEKC_02554:IMFOIEKC_02554	gnl|X|IMFOIEKC_1	2760761	2762956	1	2196	2196	-1
IMFOIEKC_02555:rbsK/rbiA	IMFOIEKC_02555:rbsK/rbiA	IMFOIEKC_02555:rbsK/rbiA	gnl|X|IMFOIEKC_1	2763114	2763992	1	879	879	1
IMFOIEKC_02556:IMFOIEKC_02556	IMFOIEKC_02556:IMFOIEKC_02556	IMFOIEKC_02556:IMFOIEKC_02556	gnl|X|IMFOIEKC_1	2763989	2764810	1	822	822	-1
IMFOIEKC_02557:IMFOIEKC_02557	IMFOIEKC_02557:IMFOIEKC_02557	IMFOIEKC_02557:IMFOIEKC_02557	gnl|X|IMFOIEKC_1	2764884	2766314	1	1431	1431	1
IMFOIEKC_02558:Dml	IMFOIEKC_02558:Dml	IMFOIEKC_02558:Dml	gnl|X|IMFOIEKC_1	2766445	2767212	1	768	768	1
IMFOIEKC_02559:dmdA	IMFOIEKC_02559:dmdA	IMFOIEKC_02559:dmdA	gnl|X|IMFOIEKC_1	2767203	2768450	1	1248	1248	1
IMFOIEKC_02560:hacB	IMFOIEKC_02560:hacB	IMFOIEKC_02560:hacB	gnl|X|IMFOIEKC_1	2768447	2769016	1	570	570	1
IMFOIEKC_02561:IMFOIEKC_02561	IMFOIEKC_02561:IMFOIEKC_02561	IMFOIEKC_02561:IMFOIEKC_02561	gnl|X|IMFOIEKC_1	2769156	2769563	1	408	408	1
IMFOIEKC_02562:nadE	IMFOIEKC_02562:nadE	IMFOIEKC_02562:nadE	gnl|X|IMFOIEKC_1	2769612	2771654	1	2043	2043	-1
IMFOIEKC_02563:nicF	IMFOIEKC_02563:nicF	IMFOIEKC_02563:nicF	gnl|X|IMFOIEKC_1	2771714	2772256	1	543	543	1
IMFOIEKC_02564:cobB_2	IMFOIEKC_02564:cobB_2	IMFOIEKC_02564:cobB_2	gnl|X|IMFOIEKC_1	2772274	2773122	1	849	849	1
IMFOIEKC_02565:IMFOIEKC_02565	IMFOIEKC_02565:IMFOIEKC_02565	IMFOIEKC_02565:IMFOIEKC_02565	gnl|X|IMFOIEKC_1	2773134	2774411	1	1278	1278	-1
IMFOIEKC_02566:IMFOIEKC_02566	IMFOIEKC_02566:IMFOIEKC_02566	IMFOIEKC_02566:IMFOIEKC_02566	gnl|X|IMFOIEKC_1	2774516	2775166	1	651	651	1
IMFOIEKC_02567:proB	IMFOIEKC_02567:proB	IMFOIEKC_02567:proB	gnl|X|IMFOIEKC_1	2775181	2776284	1	1104	1104	-1
IMFOIEKC_02568:obg	IMFOIEKC_02568:obg	IMFOIEKC_02568:obg	gnl|X|IMFOIEKC_1	2776281	2777759	1	1479	1479	-1
IMFOIEKC_02569:rpmA	IMFOIEKC_02569:rpmA	IMFOIEKC_02569:rpmA	gnl|X|IMFOIEKC_1	2777850	2778116	1	267	267	-1
IMFOIEKC_02570:rplU	IMFOIEKC_02570:rplU	IMFOIEKC_02570:rplU	gnl|X|IMFOIEKC_1	2778134	2778445	1	312	312	-1
IMFOIEKC_02571:rne	IMFOIEKC_02571:rne	IMFOIEKC_02571:rne	gnl|X|IMFOIEKC_1	2778656	2781496	1	2841	2841	-1
IMFOIEKC_02572:ndkA	IMFOIEKC_02572:ndkA	IMFOIEKC_02572:ndkA	gnl|X|IMFOIEKC_1	2781836	2782246	1	411	411	-1
IMFOIEKC_02573:IMFOIEKC_02573	IMFOIEKC_02573:IMFOIEKC_02573	IMFOIEKC_02573:IMFOIEKC_02573	gnl|X|IMFOIEKC_1	2782287	2782664	1	378	378	-1
IMFOIEKC_02574:folC	IMFOIEKC_02574:folC	IMFOIEKC_02574:folC	gnl|X|IMFOIEKC_1	2782661	2784118	1	1458	1458	-1
IMFOIEKC_02575:valS	IMFOIEKC_02575:valS	IMFOIEKC_02575:valS	gnl|X|IMFOIEKC_1	2784115	2786763	1	2649	2649	-1
IMFOIEKC_02576:IMFOIEKC_02576	IMFOIEKC_02576:IMFOIEKC_02576	IMFOIEKC_02576:IMFOIEKC_02576	gnl|X|IMFOIEKC_1	2786822	2788081	1	1260	1260	-1
IMFOIEKC_02577:rpfE	IMFOIEKC_02577:rpfE	IMFOIEKC_02577:rpfE	gnl|X|IMFOIEKC_1	2788151	2788684	1	534	534	-1
IMFOIEKC_02578:IMFOIEKC_02578	IMFOIEKC_02578:IMFOIEKC_02578	IMFOIEKC_02578:IMFOIEKC_02578	gnl|X|IMFOIEKC_1	2789176	2789883	1	708	708	1
IMFOIEKC_02579:mobA	IMFOIEKC_02579:mobA	IMFOIEKC_02579:mobA	gnl|X|IMFOIEKC_1	2789694	2790275	1	582	582	-1
IMFOIEKC_02580:korB	IMFOIEKC_02580:korB	IMFOIEKC_02580:korB	gnl|X|IMFOIEKC_1	2790289	2791380	1	1092	1092	-1
IMFOIEKC_02581:korA	IMFOIEKC_02581:korA	IMFOIEKC_02581:korA	gnl|X|IMFOIEKC_1	2791438	2793393	1	1956	1956	-1
IMFOIEKC_02582:clpX	IMFOIEKC_02582:clpX	IMFOIEKC_02582:clpX	gnl|X|IMFOIEKC_1	2793680	2794960	1	1281	1281	-1
IMFOIEKC_02583:mmuM	IMFOIEKC_02583:mmuM	IMFOIEKC_02583:mmuM	gnl|X|IMFOIEKC_1	2795293	2796168	1	876	876	1
IMFOIEKC_02584:clpP2	IMFOIEKC_02584:clpP2	IMFOIEKC_02584:clpP2	gnl|X|IMFOIEKC_1	2796190	2796825	1	636	636	-1
IMFOIEKC_02585:clpP1	IMFOIEKC_02585:clpP1	IMFOIEKC_02585:clpP1	gnl|X|IMFOIEKC_1	2796822	2797421	1	600	600	-1
IMFOIEKC_02586:tig	IMFOIEKC_02586:tig	IMFOIEKC_02586:tig	gnl|X|IMFOIEKC_1	2797542	2798936	1	1395	1395	-1
IMFOIEKC_02589:IMFOIEKC_02589	IMFOIEKC_02589:IMFOIEKC_02589	IMFOIEKC_02589:IMFOIEKC_02589	gnl|X|IMFOIEKC_1	2799333	2800523	1	1191	1191	1
IMFOIEKC_02590:nei1_1	IMFOIEKC_02590:nei1_1	IMFOIEKC_02590:nei1_1	gnl|X|IMFOIEKC_1	2800977	2801783	1	807	807	-1
IMFOIEKC_02591:rpiB	IMFOIEKC_02591:rpiB	IMFOIEKC_02591:rpiB	gnl|X|IMFOIEKC_1	2801802	2802281	1	480	480	-1
IMFOIEKC_02592:IMFOIEKC_02592	IMFOIEKC_02592:IMFOIEKC_02592	IMFOIEKC_02592:IMFOIEKC_02592	gnl|X|IMFOIEKC_1	2802337	2802960	1	624	624	-1
IMFOIEKC_02593:pepN	IMFOIEKC_02593:pepN	IMFOIEKC_02593:pepN	gnl|X|IMFOIEKC_1	2803068	2805659	1	2592	2592	1
IMFOIEKC_02594:IMFOIEKC_02594	IMFOIEKC_02594:IMFOIEKC_02594	IMFOIEKC_02594:IMFOIEKC_02594	gnl|X|IMFOIEKC_1	2805656	2806123	1	468	468	-1
IMFOIEKC_02595:IMFOIEKC_02595	IMFOIEKC_02595:IMFOIEKC_02595	IMFOIEKC_02595:IMFOIEKC_02595	gnl|X|IMFOIEKC_1	2806110	2806334	1	225	225	-1
IMFOIEKC_02596:IMFOIEKC_02596	IMFOIEKC_02596:IMFOIEKC_02596	IMFOIEKC_02596:IMFOIEKC_02596	gnl|X|IMFOIEKC_1	2806406	2807053	1	648	648	-1
IMFOIEKC_02597:glbO	IMFOIEKC_02597:glbO	IMFOIEKC_02597:glbO	gnl|X|IMFOIEKC_1	2807197	2807586	1	390	390	1
IMFOIEKC_02598:malL	IMFOIEKC_02598:malL	IMFOIEKC_02598:malL	gnl|X|IMFOIEKC_1	2807634	2809199	1	1566	1566	1
IMFOIEKC_02599:IMFOIEKC_02599	IMFOIEKC_02599:IMFOIEKC_02599	IMFOIEKC_02599:IMFOIEKC_02599	gnl|X|IMFOIEKC_1	2809251	2810282	1	1032	1032	1
IMFOIEKC_02600:IMFOIEKC_02600	IMFOIEKC_02600:IMFOIEKC_02600	IMFOIEKC_02600:IMFOIEKC_02600	gnl|X|IMFOIEKC_1	2810353	2811024	1	672	672	-1
IMFOIEKC_02601:IMFOIEKC_02601	IMFOIEKC_02601:IMFOIEKC_02601	IMFOIEKC_02601:IMFOIEKC_02601	gnl|X|IMFOIEKC_1	2811012	2811425	1	414	414	-1
IMFOIEKC_02602:gdh_1	IMFOIEKC_02602:gdh_1	IMFOIEKC_02602:gdh_1	gnl|X|IMFOIEKC_1	2811422	2816275	1	4854	4854	-1
IMFOIEKC_02603:ettA_2	IMFOIEKC_02603:ettA_2	IMFOIEKC_02603:ettA_2	gnl|X|IMFOIEKC_1	2816354	2818030	1	1677	1677	-1
IMFOIEKC_02604:ssb_2	IMFOIEKC_02604:ssb_2	IMFOIEKC_02604:ssb_2	gnl|X|IMFOIEKC_1	2818109	2818591	1	483	483	-1
IMFOIEKC_02605:IMFOIEKC_02605	IMFOIEKC_02605:IMFOIEKC_02605	IMFOIEKC_02605:IMFOIEKC_02605	gnl|X|IMFOIEKC_1	2818791	2820860	1	2070	2070	-1
IMFOIEKC_02606:plsB	IMFOIEKC_02606:plsB	IMFOIEKC_02606:plsB	gnl|X|IMFOIEKC_1	2820889	2823243	1	2355	2355	-1
IMFOIEKC_02607:IMFOIEKC_02607	IMFOIEKC_02607:IMFOIEKC_02607	IMFOIEKC_02607:IMFOIEKC_02607	gnl|X|IMFOIEKC_1	2823240	2825069	1	1830	1830	-1
IMFOIEKC_02608:IMFOIEKC_02608	IMFOIEKC_02608:IMFOIEKC_02608	IMFOIEKC_02608:IMFOIEKC_02608	gnl|X|IMFOIEKC_1	2825066	2826535	1	1470	1470	-1
IMFOIEKC_02609:IMFOIEKC_02609	IMFOIEKC_02609:IMFOIEKC_02609	IMFOIEKC_02609:IMFOIEKC_02609	gnl|X|IMFOIEKC_1	2826699	2827970	1	1272	1272	-1
IMFOIEKC_02611:IMFOIEKC_02611	IMFOIEKC_02611:IMFOIEKC_02611	IMFOIEKC_02611:IMFOIEKC_02611	gnl|X|IMFOIEKC_1	2828529	2828837	1	309	309	-1
IMFOIEKC_02612:IMFOIEKC_02612	IMFOIEKC_02612:IMFOIEKC_02612	IMFOIEKC_02612:IMFOIEKC_02612	gnl|X|IMFOIEKC_1	2829578	2830219	1	642	642	1
IMFOIEKC_02613:IMFOIEKC_02613	IMFOIEKC_02613:IMFOIEKC_02613	IMFOIEKC_02613:IMFOIEKC_02613	gnl|X|IMFOIEKC_1	2830533	2830943	1	411	411	1
IMFOIEKC_02614:IMFOIEKC_02614	IMFOIEKC_02614:IMFOIEKC_02614	IMFOIEKC_02614:IMFOIEKC_02614	gnl|X|IMFOIEKC_1	2831186	2831956	1	771	771	1
IMFOIEKC_02615:bkdC	IMFOIEKC_02615:bkdC	IMFOIEKC_02615:bkdC	gnl|X|IMFOIEKC_1	2831959	2833125	1	1167	1167	-1
IMFOIEKC_02616:bkdB	IMFOIEKC_02616:bkdB	IMFOIEKC_02616:bkdB	gnl|X|IMFOIEKC_1	2833122	2834177	1	1056	1056	-1
IMFOIEKC_02617:bkdA	IMFOIEKC_02617:bkdA	IMFOIEKC_02617:bkdA	gnl|X|IMFOIEKC_1	2834181	2835272	1	1092	1092	-1
IMFOIEKC_02618:citE	IMFOIEKC_02618:citE	IMFOIEKC_02618:citE	gnl|X|IMFOIEKC_1	2835461	2836282	1	822	822	-1
IMFOIEKC_02619:paaZ	IMFOIEKC_02619:paaZ	IMFOIEKC_02619:paaZ	gnl|X|IMFOIEKC_1	2836279	2836779	1	501	501	-1
IMFOIEKC_02620:mmgC_4	IMFOIEKC_02620:mmgC_4	IMFOIEKC_02620:mmgC_4	gnl|X|IMFOIEKC_1	2836776	2837942	1	1167	1167	-1
IMFOIEKC_02621:accA1_1	IMFOIEKC_02621:accA1_1	IMFOIEKC_02621:accA1_1	gnl|X|IMFOIEKC_1	2837939	2839954	1	2016	2016	-1
IMFOIEKC_02622:IMFOIEKC_02622	IMFOIEKC_02622:IMFOIEKC_02622	IMFOIEKC_02622:IMFOIEKC_02622	gnl|X|IMFOIEKC_1	2839960	2841561	1	1602	1602	-1
IMFOIEKC_02623:slmA	IMFOIEKC_02623:slmA	IMFOIEKC_02623:slmA	gnl|X|IMFOIEKC_1	2841744	2842400	1	657	657	1
IMFOIEKC_02624:IMFOIEKC_02624	IMFOIEKC_02624:IMFOIEKC_02624	IMFOIEKC_02624:IMFOIEKC_02624	gnl|X|IMFOIEKC_1	2842470	2843225	1	756	756	1
IMFOIEKC_02625:IMFOIEKC_02625	IMFOIEKC_02625:IMFOIEKC_02625	IMFOIEKC_02625:IMFOIEKC_02625	gnl|X|IMFOIEKC_1	2843332	2844672	1	1341	1341	-1
IMFOIEKC_02626:IMFOIEKC_02626	IMFOIEKC_02626:IMFOIEKC_02626	IMFOIEKC_02626:IMFOIEKC_02626	gnl|X|IMFOIEKC_1	2844742	2845548	1	807	807	1
IMFOIEKC_02627:IMFOIEKC_02627	IMFOIEKC_02627:IMFOIEKC_02627	IMFOIEKC_02627:IMFOIEKC_02627	gnl|X|IMFOIEKC_1	2845552	2847117	1	1566	1566	-1
IMFOIEKC_02628:orn	IMFOIEKC_02628:orn	IMFOIEKC_02628:orn	gnl|X|IMFOIEKC_1	2847243	2847890	1	648	648	1
IMFOIEKC_02630:IMFOIEKC_02630	IMFOIEKC_02630:IMFOIEKC_02630	IMFOIEKC_02630:IMFOIEKC_02630	gnl|X|IMFOIEKC_1	2848100	2848525	1	426	426	1
IMFOIEKC_02631:ldtB_2	IMFOIEKC_02631:ldtB_2	IMFOIEKC_02631:ldtB_2	gnl|X|IMFOIEKC_1	2848533	2849729	1	1197	1197	-1
IMFOIEKC_02632:IMFOIEKC_02632	IMFOIEKC_02632:IMFOIEKC_02632	IMFOIEKC_02632:IMFOIEKC_02632	gnl|X|IMFOIEKC_1	2849891	2850784	1	894	894	-1
IMFOIEKC_02633:mmpL3_1	IMFOIEKC_02633:mmpL3_1	IMFOIEKC_02633:mmpL3_1	gnl|X|IMFOIEKC_1	2850832	2853177	1	2346	2346	-1
IMFOIEKC_02634:eis_3	IMFOIEKC_02634:eis_3	IMFOIEKC_02634:eis_3	gnl|X|IMFOIEKC_1	2853376	2854614	1	1239	1239	1
IMFOIEKC_02636:IMFOIEKC_02636	IMFOIEKC_02636:IMFOIEKC_02636	IMFOIEKC_02636:IMFOIEKC_02636	gnl|X|IMFOIEKC_1	2854991	2855257	1	267	267	1
IMFOIEKC_02637:IMFOIEKC_02637	IMFOIEKC_02637:IMFOIEKC_02637	IMFOIEKC_02637:IMFOIEKC_02637	gnl|X|IMFOIEKC_1	2855396	2857135	1	1740	1740	1
IMFOIEKC_02638:IMFOIEKC_02638	IMFOIEKC_02638:IMFOIEKC_02638	IMFOIEKC_02638:IMFOIEKC_02638	gnl|X|IMFOIEKC_1	2857122	2857382	1	261	261	-1
IMFOIEKC_02639:bcp	IMFOIEKC_02639:bcp	IMFOIEKC_02639:bcp	gnl|X|IMFOIEKC_1	2857433	2857927	1	495	495	1
IMFOIEKC_02640:dapE_2	IMFOIEKC_02640:dapE_2	IMFOIEKC_02640:dapE_2	gnl|X|IMFOIEKC_1	2857928	2859259	1	1332	1332	-1
IMFOIEKC_02641:acpS	IMFOIEKC_02641:acpS	IMFOIEKC_02641:acpS	gnl|X|IMFOIEKC_1	2859346	2859738	1	393	393	-1
IMFOIEKC_02642:IMFOIEKC_02642	IMFOIEKC_02642:IMFOIEKC_02642	IMFOIEKC_02642:IMFOIEKC_02642	gnl|X|IMFOIEKC_1	2859767	2869057	1	9291	9291	-1
IMFOIEKC_02643:IMFOIEKC_02643	IMFOIEKC_02643:IMFOIEKC_02643	IMFOIEKC_02643:IMFOIEKC_02643	gnl|X|IMFOIEKC_1	2869621	2870343	1	723	723	-1
IMFOIEKC_02644:IMFOIEKC_02644	IMFOIEKC_02644:IMFOIEKC_02644	IMFOIEKC_02644:IMFOIEKC_02644	gnl|X|IMFOIEKC_1	2870404	2871312	1	909	909	-1
IMFOIEKC_02645:yeaW	IMFOIEKC_02645:yeaW	IMFOIEKC_02645:yeaW	gnl|X|IMFOIEKC_1	2871353	2872498	1	1146	1146	1
IMFOIEKC_02646:IMFOIEKC_02646	IMFOIEKC_02646:IMFOIEKC_02646	IMFOIEKC_02646:IMFOIEKC_02646	gnl|X|IMFOIEKC_1	2872487	2873839	1	1353	1353	-1
IMFOIEKC_02647:geoB_2	IMFOIEKC_02647:geoB_2	IMFOIEKC_02647:geoB_2	gnl|X|IMFOIEKC_1	2873971	2875437	1	1467	1467	1
IMFOIEKC_02648:IMFOIEKC_02648	IMFOIEKC_02648:IMFOIEKC_02648	IMFOIEKC_02648:IMFOIEKC_02648	gnl|X|IMFOIEKC_1	2875507	2875944	1	438	438	-1
IMFOIEKC_02649:IMFOIEKC_02649	IMFOIEKC_02649:IMFOIEKC_02649	IMFOIEKC_02649:IMFOIEKC_02649	gnl|X|IMFOIEKC_1	2875941	2876471	1	531	531	-1
IMFOIEKC_02650:IMFOIEKC_02650	IMFOIEKC_02650:IMFOIEKC_02650	IMFOIEKC_02650:IMFOIEKC_02650	gnl|X|IMFOIEKC_1	2876485	2876910	1	426	426	-1
IMFOIEKC_02651:caiC	IMFOIEKC_02651:caiC	IMFOIEKC_02651:caiC	gnl|X|IMFOIEKC_1	2876972	2878537	1	1566	1566	-1
IMFOIEKC_02652:kshA_4	IMFOIEKC_02652:kshA_4	IMFOIEKC_02652:kshA_4	gnl|X|IMFOIEKC_1	2878537	2879664	1	1128	1128	-1
IMFOIEKC_02653:IMFOIEKC_02653	IMFOIEKC_02653:IMFOIEKC_02653	IMFOIEKC_02653:IMFOIEKC_02653	gnl|X|IMFOIEKC_1	2879821	2881056	1	1236	1236	1
IMFOIEKC_02654:IMFOIEKC_02654	IMFOIEKC_02654:IMFOIEKC_02654	IMFOIEKC_02654:IMFOIEKC_02654	gnl|X|IMFOIEKC_1	2881058	2881249	1	192	192	-1
IMFOIEKC_02655:IMFOIEKC_02655	IMFOIEKC_02655:IMFOIEKC_02655	IMFOIEKC_02655:IMFOIEKC_02655	gnl|X|IMFOIEKC_1	2881269	2883689	1	2421	2421	-1
IMFOIEKC_02656:pdhR	IMFOIEKC_02656:pdhR	IMFOIEKC_02656:pdhR	gnl|X|IMFOIEKC_1	2883785	2884606	1	822	822	1
IMFOIEKC_02657:IMFOIEKC_02657	IMFOIEKC_02657:IMFOIEKC_02657	IMFOIEKC_02657:IMFOIEKC_02657	gnl|X|IMFOIEKC_1	2884626	2885342	1	717	717	1
IMFOIEKC_02658:fgd_5	IMFOIEKC_02658:fgd_5	IMFOIEKC_02658:fgd_5	gnl|X|IMFOIEKC_1	2885346	2886197	1	852	852	-1
IMFOIEKC_02659:IMFOIEKC_02659	IMFOIEKC_02659:IMFOIEKC_02659	IMFOIEKC_02659:IMFOIEKC_02659	gnl|X|IMFOIEKC_1	2886277	2887347	1	1071	1071	1
IMFOIEKC_02660:IMFOIEKC_02660	IMFOIEKC_02660:IMFOIEKC_02660	IMFOIEKC_02660:IMFOIEKC_02660	gnl|X|IMFOIEKC_1	2887344	2888471	1	1128	1128	1
IMFOIEKC_02661:IMFOIEKC_02661	IMFOIEKC_02661:IMFOIEKC_02661	IMFOIEKC_02661:IMFOIEKC_02661	gnl|X|IMFOIEKC_1	2888477	2889625	1	1149	1149	1
IMFOIEKC_02662:IMFOIEKC_02662	IMFOIEKC_02662:IMFOIEKC_02662	IMFOIEKC_02662:IMFOIEKC_02662	gnl|X|IMFOIEKC_1	2889622	2890557	1	936	936	1
IMFOIEKC_02663:baiB	IMFOIEKC_02663:baiB	IMFOIEKC_02663:baiB	gnl|X|IMFOIEKC_1	2890554	2892050	1	1497	1497	1
IMFOIEKC_02664:IMFOIEKC_02664	IMFOIEKC_02664:IMFOIEKC_02664	IMFOIEKC_02664:IMFOIEKC_02664	gnl|X|IMFOIEKC_1	2892169	2892552	1	384	384	1
IMFOIEKC_02665:IMFOIEKC_02665	IMFOIEKC_02665:IMFOIEKC_02665	IMFOIEKC_02665:IMFOIEKC_02665	gnl|X|IMFOIEKC_1	2892949	2893743	1	795	795	-1
IMFOIEKC_02666:IMFOIEKC_02666	IMFOIEKC_02666:IMFOIEKC_02666	IMFOIEKC_02666:IMFOIEKC_02666	gnl|X|IMFOIEKC_1	2893740	2894129	1	390	390	-1
IMFOIEKC_02667:IMFOIEKC_02667	IMFOIEKC_02667:IMFOIEKC_02667	IMFOIEKC_02667:IMFOIEKC_02667	gnl|X|IMFOIEKC_1	2895735	2897210	1	1476	1476	-1
IMFOIEKC_02668:IMFOIEKC_02668	IMFOIEKC_02668:IMFOIEKC_02668	IMFOIEKC_02668:IMFOIEKC_02668	gnl|X|IMFOIEKC_1	2897241	2898461	1	1221	1221	1
IMFOIEKC_02669:xerD_7	IMFOIEKC_02669:xerD_7	IMFOIEKC_02669:xerD_7	gnl|X|IMFOIEKC_1	2898416	2899489	1	1074	1074	1
