snp-dists 0.8.2	ERR12861620	ERR3524767	ERR4022294	ERR12861515	ERR12861619	23IE200_S39_L001	23IE167_S6_L001	23IE195_S34_L001	ERR12861633	ERR3524774	ERR12861582	ERR3337544	ERR12861624	ERR12861595	ERR3468923	ERR3468864	ERR12861441	ERR3337527	22IE192b_S8_L001	22IE243_S11_L001	ERR4022309	ERR12861572	ERR4022330	ERR6057651	ERR12861669	22IE83_L001	23IE168_S7_L001	ERR12861643	ERR3337601	ERR12861561	ERR3468814	ERR4022334	ERR6057642	23IE193_S32_L001	23IE179_S18_L001	23IE171_S10_L001	ERR12861548	ERR3468880	ERR12861436	ERR4022333	ERR3566339	ERR3468884	ERR4022430	23IE187_S26_L001	ERR12861657	23IE198_S37_L001	ERR3566300	ERR4022320	22IE327_S2_L001	ERR3468817	ERR3566317	ERR12861634	23IE181_S20_L001	ERR3337543	23IE189_S28_L001	23IE202_S41_L001	ERR3566299	ERR3468924	ERR3337480	ERR3524829	ERR6057622	ERR12861894	ERR12861516	23IE177_S16_L001	ERR12861630	ERR12861581	ERR3524777	ERR2988413	ERR2988387	ERR3566237	ERR3337493	ERR12861512	ERR4022350	ERR3337484	ERR12861505	ERR2988437	23IE174_S13_L001	ERR3468913	23IE170_S9_L001	ERR12861603	ERR12861448	ERR2988424	ERR12861629	ERR12861525	ERR3566347	ERR3468869	ERR12861610	ERR12861607	ERR3566274	ERR4022304	ERR3468899	ERR12861551	ERR12861546	23IE169_S8_L001	23IE184_S23_L001	ERR12861907	23IE190_S29_L001	ERR12861568	ERR12861438	ERR12861664	ERR12861673	ERR12861492	ERR4022397	ERR4022403	23IE192_S31_L001	ERR3566337	ERR3337584	ERR12861555	ERR4022429	ERR3337469	ERR12861659	23IE162_S1_L001	ERR12861677	ERR12861660	ERR12861649	ERR3337583	ERR6057648	ERR12861670	ERR12861491	ERR12861486	ERR12861904	ERR4022417	ERR12861556	23IE205_S44_L001	23IE186_S25_L001	ERR4022413	ERR12861663	ERR12861482	ERR12861674	ERR12861495	ERR3566357	ERR2988423	ERR4022377	ERR12861472	ERR12861535	ERR12861684	ERR3337559	ERR3566340	23IE203_S42_L001	ERR12861617	ERR4022364	ERR3566353	ERR3337423	23IE176_S15_L001	ERR12861579	ERR12861494	ERR12861662	ERR4022412	ERR2988441	ERR3566322	23IE191_S30_L001	ERR12861557	23IE199_S38_L001	ERR12861487	ERR12861671	ERR4022306	ERR3468976	ERR3468826	23IE178_S17_L001	23IE204_S43_L001	ERR3337595	ERR12861544	ERR3337478	ERR3468986	ERR12861612	ERR3337422	ERR12861605	ERR12861509	ERR3524821	ERR4339043	ERR3566352	ERR4339054	ERR12861681	ERR4022288	ERR3468878	ERR3468928	ERR12861589	ERR3337654	ERR12861685	23IE188_S27_L001	ERR3566356	ERR12861473	ERR3468906	23IE197_S36_L001	ERR6057683	23IE175_S14_L001	ERR3337566	ERR12861611	ERR4022366	ERR12861533	ERR12861682	ERR3468916	23IE166_S5_L001	ERR3566296	23IE183_S22_L001	ERR12861602	ERR12861470	ERR3524808	ERR2988421	ERR3337657	23IE185_S24_L001	ERR12861497	23IE206_S45_L001	ERR12861658	ERR3337592	23IE173_S12_L001	ERR12861672	ERR3337442	ERR12861493	ERR12861665	ERR4022415	ERR12861569	ERR3468832	ERR12861547	ERR2988378	ERR3468825	ERR12861550	ERR3468898	ERR12861499	ERR12861678	ERR3337448	ERR3468951	ERR3468955	ERR12861437	ERR2988361	ERR3566396	ERR12861454	ERR2988386	ERR4022346	ERR12861513	ERR12861631	ERR3337401	ERR3337551	ERR6057609	ERR12861580	ERR4022285	ERR3337416	ERR3337496	23IE196_S35_L001	ERR12861517	ERR2988416	ERR3566298	ERR4022355	ERR12861500	ERR12861593	ERR4022296	ERR12861635	ERR3337555	ERR12861584	ERR3337491	ERR12861510	ERR6057624	ERR3566288	ERR2988406	ERR12861457	ERR3337667	ERR3337415	ERR4022291	ERR3337649	23IE194_S33_L001	ERR3337482	ERR3468926	ERR12861503	ERR3337495	ERR3468931	ERR12861514	ERR12861636	23IE201_S40_L001	23IE182_S21_L001	ERR12861621	ERR3524766	23IE163_S2_L001	ERR3524848	ERR12861560	23IE207_S46_L001	23IE164_S3_L001	ERR3566386	23IE180_S19_L001	ERR12861559	ERR3468891	ERR6057647	ERR3337613	ERR12861573	ERR3468956	ERR3468806	23IE165_S4_L001	23IE172_S11_L001
ERR12861499	93	84	76	90	75	102	108	94	93	84	90	83	93	93	97	91	91	83	98	68	98	79	84	89	18	98	85	75	56	90	84	84	97	77	55	60	83	56	42	98	92	82	87	83	101	67	76	56	94	48	89	93	94	88	84	89	88	89	56	87	89	85	0	77	93	81	84	84	82	98	56	0	56	87	0	76	55	76	77	75	57	56	90	0	89	98	75	75	48	84	84	69	55	92	94	85	83	79	88	90	42	0	84	97	89	97	89	69	87	88	92	108	0	98	93	89	88	101	83	0	85	90	90	75	83	87	83	0	91	84	89	83	56	99	90	18	88	97	35	79	88	89	56	108	81	0	83	84	83	97	75	75	84	18	81	82	83	83	75	81	76	81	56	84	93	84	93	0	84	76	87	62	10	84	48	87	75	83	18	80	42	0	84	68	88	84	56	63	56	83	75	89	85	84	89	93	88	76	84	84	94	0	84	0	56	77	81	82	83	90	48	75	89	81	83	89	55	84	0	0	84	97	88	83	84	97	132	84	56	75	79	56	84	48	79	90	83	56	75	101	56	84	56	0	92	84	92	84	75	56	90	89	88	82	79	84	84	101	84	69	56	84	90	56	76	90	56	94	77	55	84	88	88	79	79	80	97	77	81	76	92	83	63	84	84	80	83
ERR12861678	93	84	76	90	75	102	108	94	93	84	90	83	93	93	97	91	91	83	98	68	98	79	84	89	18	98	85	75	56	90	84	84	97	77	55	60	83	56	42	98	92	82	87	83	101	67	76	56	94	48	89	93	94	88	84	89	88	89	56	87	89	85	0	77	93	81	84	84	82	98	56	0	56	87	0	76	55	76	77	75	57	56	90	0	89	98	75	75	48	84	84	69	55	92	94	85	83	79	88	90	42	0	84	97	89	97	89	69	87	88	92	108	0	98	93	89	88	101	83	0	85	90	90	75	83	87	83	0	91	84	89	83	56	99	90	18	88	97	35	79	88	89	56	108	81	0	83	84	83	97	75	75	84	18	81	82	83	83	75	81	76	81	56	84	93	84	93	0	84	76	87	62	10	84	48	87	75	83	18	80	42	0	84	68	88	84	56	63	56	83	75	89	85	84	89	93	88	76	84	84	94	0	84	0	56	77	81	82	83	90	48	75	89	81	83	89	55	84	0	0	84	97	88	83	84	97	132	84	56	75	79	56	84	48	79	90	83	56	75	101	56	84	56	0	92	84	92	84	75	56	90	89	88	82	79	84	84	101	84	69	56	84	90	56	76	90	56	94	77	55	84	88	88	79	79	80	97	77	81	76	92	83	63	84	84	80	83
ERR3337448	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR3468951	66	104	104	107	99	65	101	23	66	104	107	111	66	66	0	37	70	100	76	96	15	90	104	29	93	76	103	99	87	107	103	104	0	88	97	36	103	87	98	15	41	110	105	104	36	45	104	87	23	91	30	66	23	91	106	30	91	30	87	11	30	88	97	73	66	98	104	104	110	15	87	97	87	28	97	104	97	104	82	99	52	87	107	97	30	23	99	99	91	104	104	98	98	41	73	88	104	90	101	107	98	97	106	0	30	0	30	98	105	91	109	101	97	15	66	30	91	36	103	97	88	77	107	70	105	105	98	97	70	99	30	103	87	33	107	93	91	0	68	90	91	30	87	101	98	97	98	106	100	0	70	99	106	93	101	110	100	100	70	99	104	98	87	104	66	104	66	97	29	104	105	99	97	106	91	105	99	100	93	76	98	97	104	96	91	106	87	93	87	103	99	30	103	104	30	66	101	104	104	104	73	97	106	97	87	88	101	110	103	107	91	99	30	98	100	30	98	104	97	97	104	0	91	112	103	0	66	104	87	99	90	87	104	91	90	77	100	87	70	36	87	104	87	97	109	104	109	104	99	87	107	30	91	110	90	104	104	18	104	98	87	104	107	87	104	107	98	23	88	98	104	91	91	90	76	87	0	82	101	104	41	100	93	104	104	87	105
ERR3468955	61	27	35	64	38	74	72	82	61	27	64	104	61	61	91	91	53	33	75	117	88	94	27	82	76	75	28	38	66	64	26	27	91	29	88	0	26	66	93	88	92	103	34	33	81	51	35	66	82	114	83	61	82	0	29	83	0	83	66	80	83	23	88	94	61	33	27	27	103	88	66	88	66	81	88	35	88	35	90	38	28	66	64	88	83	86	38	38	114	27	27	47	77	92	54	23	33	94	50	64	93	88	29	91	83	91	83	47	34	0	54	72	88	88	61	83	0	81	28	88	23	104	64	99	28	34	61	88	53	32	83	26	66	94	64	76	0	91	64	94	0	83	66	72	33	88	61	29	33	91	99	38	29	76	48	103	33	33	99	30	35	33	66	27	61	27	61	88	77	35	34	52	80	29	114	34	38	33	76	97	93	88	27	117	0	29	66	39	66	26	38	83	28	27	83	61	50	35	27	27	54	88	29	88	66	29	48	103	28	64	114	38	83	33	33	83	77	27	88	88	27	91	0	83	27	91	125	27	66	38	94	66	27	114	94	104	33	66	99	81	66	27	66	88	54	27	54	27	38	66	64	83	0	103	94	27	27	91	27	47	66	27	64	66	35	64	47	82	29	77	27	0	0	94	97	22	91	90	48	35	92	33	39	27	27	22	28
ERR12861437	99	90	84	43	89	99	105	103	99	90	43	101	99	99	112	95	97	90	88	98	111	93	90	100	79	88	77	89	81	43	90	90	112	80	81	60	89	81	94	111	97	100	83	88	98	67	84	81	103	89	100	99	103	83	90	100	83	100	81	100	100	80	83	92	99	86	90	90	100	111	81	83	81	98	83	84	81	84	97	89	32	81	43	83	100	101	89	89	89	90	90	94	92	111	94	80	88	93	67	43	94	83	90	112	100	112	100	94	83	83	77	105	83	111	99	100	83	98	89	83	80	113	43	96	89	83	65	83	97	93	100	89	81	107	43	79	83	112	62	93	83	100	81	105	86	83	65	90	90	112	96	89	90	79	91	100	90	90	96	85	84	86	81	90	99	90	99	83	93	84	83	95	77	90	89	83	89	90	79	95	94	83	90	98	83	90	81	81	81	89	89	100	77	90	100	99	67	84	90	90	94	83	90	83	81	80	91	100	89	43	89	89	100	86	90	100	92	90	83	83	90	112	83	0	90	112	137	90	81	89	93	81	90	89	93	113	90	81	96	98	81	90	81	83	77	90	77	90	89	81	43	100	83	100	93	90	90	112	90	94	81	90	43	81	84	43	94	103	80	92	90	83	83	93	94	81	112	97	91	84	97	90	81	90	90	81	89
ERR2988361	73	0	12	73	11	84	71	94	73	0	73	107	73	73	103	103	65	20	75	122	98	97	0	94	77	75	25	11	69	73	0	0	103	29	87	22	1	69	90	98	104	106	27	10	88	60	12	69	94	121	95	73	95	27	2	95	27	95	69	90	95	28	84	101	73	13	0	0	106	98	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	98	11	11	121	0	0	29	78	106	64	28	10	97	51	73	90	84	2	103	95	103	95	29	27	27	51	71	84	98	73	95	27	88	1	84	28	110	73	106	1	27	64	84	65	12	95	1	69	108	73	77	27	103	61	97	27	96	69	71	13	84	64	2	20	103	106	11	2	77	23	106	20	20	106	17	12	13	69	0	73	0	73	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	73	51	12	0	0	64	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	103	27	90	0	103	138	0	69	11	97	69	0	121	97	110	20	69	106	88	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	101	0	29	69	0	73	69	12	73	32	94	29	78	0	27	27	97	104	29	103	95	23	12	104	20	31	0	0	29	1
ERR3566396	66	104	104	107	99	65	101	23	66	104	107	111	66	66	0	37	70	100	76	96	15	90	104	29	93	76	103	99	87	107	103	104	0	88	97	36	103	87	98	15	41	110	105	104	36	45	104	87	23	91	30	66	23	91	106	30	91	30	87	11	30	88	97	73	66	98	104	104	110	15	87	97	87	28	97	104	97	104	82	99	52	87	107	97	30	23	99	99	91	104	104	98	98	41	73	88	104	90	101	107	98	97	106	0	30	0	30	98	105	91	109	101	97	15	66	30	91	36	103	97	88	77	107	70	105	105	98	97	70	99	30	103	87	33	107	93	91	0	68	90	91	30	87	101	98	97	98	106	100	0	70	99	106	93	101	110	100	100	70	99	104	98	87	104	66	104	66	97	29	104	105	99	97	106	91	105	99	100	93	76	98	97	104	96	91	106	87	93	87	103	99	30	103	104	30	66	101	104	104	104	73	97	106	97	87	88	101	110	103	107	91	99	30	98	100	30	98	104	97	97	104	0	91	112	103	0	66	104	87	99	90	87	104	91	90	77	100	87	70	36	87	104	87	97	109	104	109	104	99	87	107	30	91	110	90	104	104	18	104	98	87	104	107	87	104	107	98	23	88	98	104	91	91	90	76	87	0	82	101	104	41	100	93	104	104	87	105
ERR12861454	96	141	135	138	134	97	137	60	96	141	138	145	96	96	66	69	100	132	114	140	68	136	141	65	125	114	134	134	129	138	140	141	66	124	140	72	140	129	133	68	73	144	136	138	83	58	135	129	60	129	65	96	60	125	143	65	125	65	129	59	65	123	132	110	96	131	141	141	144	68	129	132	129	64	132	135	140	135	131	134	78	129	138	132	65	59	134	134	129	141	141	135	137	78	103	123	138	136	137	138	133	132	143	66	65	66	65	135	136	125	147	137	132	68	96	65	125	83	140	132	123	128	138	113	142	136	131	132	100	134	65	140	129	15	138	125	125	66	107	136	125	65	129	137	131	132	131	143	132	66	113	134	143	125	133	144	132	132	113	132	135	131	129	141	96	141	96	132	64	135	136	134	128	143	129	136	134	132	125	114	133	132	141	140	125	143	129	130	129	140	134	65	134	141	65	96	137	135	141	141	103	132	143	132	129	124	133	144	140	138	129	134	65	131	132	65	137	141	132	132	141	66	125	137	138	66	0	141	129	134	136	129	141	129	136	128	132	129	113	83	129	141	129	132	147	141	147	141	134	129	138	65	125	144	136	141	141	71	141	135	129	141	138	129	135	138	133	60	124	137	141	125	125	136	113	120	66	131	133	135	73	132	130	141	141	120	142
ERR2988386	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR4022346	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR12861513	73	11	19	78	0	92	72	92	73	11	78	104	73	73	99	102	69	23	79	113	96	96	11	93	70	79	32	0	66	78	11	11	99	34	82	27	12	66	79	96	104	103	34	15	94	67	19	66	92	114	94	73	93	38	13	94	38	94	66	87	94	39	75	94	73	18	11	11	103	96	66	75	66	92	75	19	82	19	94	0	42	66	78	75	94	98	0	0	114	11	11	24	77	102	68	39	15	96	60	78	79	75	13	99	94	99	94	24	34	38	56	72	75	96	73	94	38	94	12	75	39	105	78	99	12	34	63	75	69	15	94	12	66	102	78	70	38	99	53	96	38	95	66	72	18	75	63	13	23	99	99	0	13	70	24	103	23	23	99	22	19	18	66	11	73	11	73	75	88	19	34	29	67	13	114	34	0	23	70	97	79	75	11	113	38	13	66	36	66	12	0	94	32	11	94	73	60	19	11	11	68	75	13	75	66	34	24	103	12	78	114	0	94	18	23	94	77	11	75	75	11	99	38	89	11	99	134	11	66	0	96	66	11	114	96	105	23	66	99	94	66	11	66	75	56	11	56	11	0	66	78	94	38	103	96	11	11	99	11	24	66	11	78	66	19	78	27	92	34	77	11	38	38	96	97	38	99	94	24	19	104	23	36	11	11	38	12
ERR12861631	86	97	97	98	96	93	99	87	86	97	98	90	86	86	90	90	91	99	98	79	89	0	97	88	77	98	93	96	81	98	97	97	90	87	76	60	96	81	71	89	94	89	97	99	82	59	97	81	87	68	88	86	87	94	99	88	94	88	81	82	88	90	79	80	86	101	97	97	89	89	81	79	81	86	79	97	76	97	20	96	60	81	98	79	88	91	96	96	68	97	97	91	75	85	90	90	99	0	92	98	71	79	99	90	88	90	88	91	97	94	94	99	79	89	86	88	94	82	96	79	90	87	98	83	98	97	89	79	91	102	88	96	81	101	98	77	94	90	49	0	94	88	81	99	101	79	89	99	99	90	83	96	99	77	99	89	99	99	83	102	97	101	81	97	86	97	86	79	83	97	97	90	77	99	68	97	96	99	77	83	71	79	97	79	94	99	81	98	81	96	96	88	93	97	88	86	92	97	97	97	90	79	99	79	81	87	99	89	96	98	68	96	88	101	99	88	75	97	79	79	97	90	94	93	97	90	136	97	81	96	0	81	97	68	0	87	99	81	83	82	81	97	81	79	94	97	94	97	96	81	98	88	94	89	0	97	97	92	97	91	81	97	98	81	97	98	89	87	87	75	97	94	94	0	83	89	90	20	99	97	94	99	98	97	97	89	98
ERR3337401	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR3337551	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR6057609	103	121	111	100	114	112	113	88	103	121	100	76	103	103	91	76	101	117	113	45	96	68	121	85	60	113	111	114	78	100	120	121	91	109	58	73	120	78	53	96	78	75	115	121	85	65	111	78	88	0	85	103	89	114	121	85	114	85	78	85	85	113	48	67	103	119	121	121	75	96	78	48	78	84	48	111	58	111	78	114	66	78	100	48	85	96	114	114	0	121	121	105	65	84	104	113	121	68	100	100	53	48	121	91	85	91	85	105	115	114	104	113	48	96	103	85	114	85	120	48	113	80	100	65	120	115	95	48	101	124	85	120	78	93	100	60	114	91	28	68	114	85	78	113	119	48	95	121	117	91	65	114	121	60	110	75	117	117	65	118	111	119	78	121	103	121	103	48	80	111	115	98	58	121	0	115	114	117	60	69	53	48	121	45	114	121	78	104	78	120	114	85	111	121	85	103	100	111	121	121	104	48	121	48	78	109	110	75	120	100	0	114	85	119	117	85	65	121	48	48	121	91	114	89	121	91	129	121	78	114	68	78	121	0	68	80	117	78	65	85	78	121	78	48	104	121	104	121	114	78	100	85	114	75	68	121	121	99	121	105	78	121	100	78	111	100	97	88	109	65	121	114	114	68	69	112	91	78	110	111	78	117	104	121	121	112	120
ERR12861580	86	97	97	98	96	93	99	87	86	97	98	90	86	86	90	90	91	99	98	79	89	0	97	88	77	98	93	96	81	98	97	97	90	87	76	60	96	81	71	89	94	89	97	99	82	59	97	81	87	68	88	86	87	94	99	88	94	88	81	82	88	90	79	80	86	101	97	97	89	89	81	79	81	86	79	97	76	97	20	96	60	81	98	79	88	91	96	96	68	97	97	91	75	85	90	90	99	0	92	98	71	79	99	90	88	90	88	91	97	94	94	99	79	89	86	88	94	82	96	79	90	87	98	83	98	97	89	79	91	102	88	96	81	101	98	77	94	90	49	0	94	88	81	99	101	79	89	99	99	90	83	96	99	77	99	89	99	99	83	102	97	101	81	97	86	97	86	79	83	97	97	90	77	99	68	97	96	99	77	83	71	79	97	79	94	99	81	98	81	96	96	88	93	97	88	86	92	97	97	97	90	79	99	79	81	87	99	89	96	98	68	96	88	101	99	88	75	97	79	79	97	90	94	93	97	90	136	97	81	96	0	81	97	68	0	87	99	81	83	82	81	97	81	79	94	97	94	97	96	81	98	88	94	89	0	97	97	92	97	91	81	97	98	81	97	98	89	87	87	75	97	94	94	0	83	89	90	20	99	97	94	99	98	97	97	89	98
ERR4022285	103	110	110	106	105	102	119	78	103	110	106	65	103	103	77	85	101	109	110	80	82	87	110	80	94	110	108	105	86	106	110	110	77	109	81	63	109	86	80	82	86	64	108	111	87	72	110	86	78	80	81	103	79	104	112	81	104	81	86	75	81	107	90	64	103	111	110	110	64	82	86	90	86	80	90	110	81	110	83	105	75	86	106	90	81	86	105	105	80	110	110	107	85	84	104	107	111	87	102	106	80	90	112	77	81	77	81	107	108	104	110	119	90	82	103	81	104	87	111	90	107	0	106	63	111	108	99	90	101	110	81	109	86	91	106	94	104	77	56	87	104	81	86	119	111	90	99	112	109	77	63	105	112	94	109	64	109	109	63	109	110	111	86	110	103	110	103	90	76	110	108	100	96	112	80	108	105	109	94	65	80	90	110	80	104	112	86	104	86	109	105	81	108	110	81	103	102	110	110	110	104	90	112	90	86	109	109	64	111	106	80	105	81	111	109	81	85	110	90	90	110	77	104	113	110	77	128	110	86	105	87	86	110	80	87	0	109	86	63	87	86	110	86	90	110	110	110	110	105	86	106	81	104	64	87	110	110	85	110	107	86	110	106	86	110	106	104	78	109	85	110	104	104	87	65	102	77	83	109	110	86	109	104	110	110	102	111
ERR3337416	70	20	24	77	23	85	71	93	70	20	77	107	70	70	100	99	64	0	80	118	97	99	20	95	75	80	27	23	73	77	20	20	100	38	85	26	19	73	86	97	101	106	27	14	90	60	24	73	93	117	96	70	93	33	22	96	33	96	73	89	96	30	83	92	70	18	20	20	106	97	73	83	73	94	83	24	85	24	99	23	38	73	77	83	96	97	23	23	117	20	20	34	78	105	65	30	14	99	63	77	86	83	22	100	96	100	96	34	27	33	61	71	83	97	70	96	33	90	21	83	30	109	77	98	21	27	64	83	64	15	96	19	73	101	77	75	33	100	60	99	33	96	73	71	18	83	64	22	0	100	98	23	22	75	37	106	0	0	98	21	24	18	73	20	70	20	70	83	89	24	27	39	75	22	117	27	23	0	75	94	86	83	20	118	33	22	73	36	73	19	23	96	27	20	96	70	63	24	20	20	65	83	22	83	73	38	37	106	21	77	117	23	96	18	0	96	78	20	83	83	20	100	33	90	20	100	132	20	73	23	99	73	20	117	99	109	0	73	98	90	73	20	73	83	61	20	61	20	23	73	77	96	33	106	99	20	20	100	20	34	73	20	77	73	24	77	44	93	38	78	20	33	33	99	94	41	100	99	37	24	101	0	36	20	20	41	21
ERR3337496	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
